node_id,kind,local_id,name,lon,lat
STN_1414,Multimodal station,1414,"Schönberg, Bahnhof",11.961185,50.528416
STN_1416,Multimodal station,1416,Siegen Hbf,8.016619,50.875698
STN_1418,Multimodal station,1418,"Sinsheim, Hauptbahnhof",8.877084,49.250896
STN_1419,Multimodal station,1419,Springe Bahnhof (ZOB),9.556486,52.215183
STN_1421,Rail station,1421,Bf. Stade,9.476454,53.596306
STN_1423,Multimodal station,1423,Stralsund Hauptbahnhof,13.0787325,54.30828
STN_1429,Multimodal station,1429,Troisdorf Bf,7.1508427,50.814056
STN_1440,Multimodal station,1440,"Waren, ZOB",12.681356,53.520863
STN_1450,Multimodal station,1450,Wetzlar Bahnhof,8.503396,50.565422
STN_1452,Multimodal station,1452,"Wolfsburg, Hauptbahnhof",10.788071,52.42917
STN_1454,Multimodal station,1454,Wuppertal Hbf,7.148867,51.254303
STN_1455,Multimodal station,1455,Wuppertal Oberbarmen Bf,7.2224727,51.274178
STN_1459,Multimodal station,1459,Würzburg Hbf,9.935545,49.801884
STN_1460,Multimodal station,1460,Zittau Bahnhof,14.805558,50.9043
STN_1472,Bus station,1472,"Aichach, Sparkasse",11.131636,48.461796
STN_1491,Multimodal station,1491,Amorbach,9.223269,49.64525
STN_1516,Bus station,1516,Bad Brückenau Staatsbad Schlosspark,9.746379,50.301403
STN_1519,Bus station,1519,"Bad Füssing, Johannesbad",13.328223,48.348114
STN_1712,Rail station,1712,"Demmin, ZOB (EA)",13.052809,53.901176
STN_2221,Multimodal station,2221,"Lüd., Brügge Bahnhof",7.571337,51.207993
STN_2463,Multimodal station,2463,"Reichenbach, Bahnhof",12.29278,50.627613
STN_2524,Multimodal station,2524,Sarstedt Bahnhof,9.842592,52.2326
STN_2593,Multimodal station,2593,Siegburg Bf,7.203596,50.7937
STN_2618,Rail station,2618,Speele Pommernstraße,9.56499,51.378357
STN_2686,Multimodal station,2686,Usti nad Labem hl.n.,14.044026,50.659725
STN_2724,Multimodal station,2724,Biedenkopf-Wallau Bahnhofstraße,8.469154,50.92314
STN_2852,Multimodal station,2852,Überlingen Busbahnhof,9.163263,47.769127
STN_2886,Bus station,2886,Bus Station,-2.695821,53.76077
STN_2897,Bus station,2897,Chorlton Street Coach Station,-2.236983,53.478024
STN_2930,Bus station,2930,VITORIA-GASTEIZ - ESTACION AUTOBUSES LAKUA,-2.6856012,42.85911
STN_2931,Multimodal station,2931,UNI.GASTEIZ - UNIVERSIDAD C/AGUIRRE MIRAMON,-2.674095,42.83898
STN_2936,Multimodal station,2936,Versailles Chantiers,2.135912,48.795746
STN_2997,Multimodal station,2997,Horsens St.,9.836367,55.862663
STN_2998,Multimodal station,2998,Odense St.,10.385336,55.4023
STN_3012,Bus station,3012,Orléans - Georges Pompidou Bus Stop,1.854014,47.896133
STN_3015,Bus station,3015,Nantes - Airport - Arrivals Zone 1,-1.600819,47.157814
STN_3018,Bus station,3018,Nancy - Quai Sainte-Catherine,6.190492,48.694817
STN_3019,Multimodal station,3019,Santiago de Compostela - Bus Station,-8.544346,42.870323
STN_3025,Multimodal station,3025,Hallsberg station,15.110659,59.066956
STN_3130,Multimodal station,3130,Estació Intermodal Castelló de la Plana,-0.052092735,39.98865
STN_3134,Bus station,3134,Estació Autobusos Alacant,-0.49144593,38.337337
STN_3135,Multimodal station,3135,Estació Autobusos Elx,-0.691258,38.27214
STN_3159,Multimodal station,3159,Shipley Market Square,-1.7767701,53.83331
STN_3182,Bus station,3182,Middlesbrough Bus Station 'Stand 19',-1.2398508,54.575928
STN_3218,Bus station,3218,Clarence Pier,-1.10018,50.78582
STN_3220,Bus station,3220,Bus Station,0.27572033,51.437683
STN_3261,Bus station,3261,Lost Village Festival Site,-0.6847015,53.14055
STN_3281,Bus station,3281,Chester Bus Interchange,-2.8892245,53.19453
STN_3295,Bus station,3295,Bay Campus,-3.8800328,51.62036
STN_3311,Multimodal station,3311,Chevin Avenue,-1.7316428,53.892708
STN_3312,Bus station,3312,Reading (Mereoak Park and Ride),-0.9801353,51.406055
STN_3322,Bus station,3322,Milton Keynes Coachway,-0.6987255,52.055653
STN_3384,Bus station,3384,Birmingham Coach Station,-1.88858,52.47518
STN_3390,Bus station,3390,Birmingham Airport Bus Terminal,-1.73112,52.45335
STN_3391,Bus station,3391,Blackpool (Central Coach Station),-3.0527496,53.813503
STN_3408,Bus station,3408,Outlet Village,-2.880513,53.264713
STN_3409,Multimodal station,3409,Barnsley Road/Probert Avenue,-1.3124852,53.53313
STN_3432,Bus station,3432,Sophia Gardens,-3.190162,51.48444
STN_3466,Bus station,3466,Bampfylde Street,-3.52313,50.72689
STN_3477,Multimodal station,3477,Braga,-8.434369,41.548595
STN_3479,Multimodal station,3479,Coimbra-B,-8.440501,40.224716
STN_3503,Bus station,3503,Pamplona/Iruña. Estación Bus. Yanguas y Miranda,-1.6453071,42.811478
STN_3504,Multimodal station,3504,Zaragoza. Estación Bus. Av. Navarra 80,-0.91131526,41.658707
STN_3512,Rail station,3512,Grand Central Station,-5.9388323,54.594574
STN_3515,Multimodal station,3515,Connolly,-6.2506943,53.35063
STN_3517,Multimodal station,3517,Dublin Heuston,-6.2934012,53.346508
STN_3521,Rail station,3521,Mallow,-8.655046,52.138683
STN_3531,Multimodal station,3531,CASTELFRANCO E. STAZIONE,11.056333,44.59725
STN_3588,Rail station,3588,Madrid-Chamartín-Clara Campoamor,-3.682733,40.471462
